t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,soc_est,v_pred,v_resid,r_used_ohm
8423087,3.78406,3.7939,3.7714,50.6939,0.4991399999999997,DISCH,50.06394,8422.073,1.0100000000002185,1.8887768820000008,0.7005734528155179,3.782562765170345,0.0014972348296553584,0.06
8424097,3.78436,3.7963,3.7726,49.1366,0.4961799999999997,DISCH,50.0546,8423.083,1.0100000000002185,1.877723118000001,0.7005809040169857,3.7827470686407327,0.0016129313592672112,0.06
8425099,3.78506,3.7963,3.7721,50.0496,0.4967599999999997,DISCH,50.06438,8424.085,1.0019999999985885,1.8802632060000009,0.7006108423106048,3.7827255975040956,0.002334402495904442,0.06
8426113,3.78476,3.7955,3.7722,48.9385,0.4962799999999998,DISCH,50.0496,8425.099,1.0140000000010332,1.8782958120000008,0.7006286387678362,3.782805183510233,0.0019548164897669196,0.06
8427099,3.78456,3.7954,3.7718,49.5194,0.4976799999999997,DISCH,50.0505,8426.085,0.9859999999989668,1.8834966520000005,0.7006429196474118,3.7827536595992783,0.0018063404007215844,0.06
8428101,3.78428,3.7947,3.7746,50.2589,0.4978999999999997,DISCH,50.058980000000005,8427.087,1.0020000000004077,1.8841889060000008,0.7006475808142295,3.7827638769911203,0.0015161230088795996,0.06
8429087,3.78324,3.7926,3.7731,49.8544,0.5011199999999998,DISCH,50.05134,8428.073,0.9860000000007858,1.8958530060000007,0.700626318156805,3.7825794024715362,0.0006605975284639243,0.06
8430093,3.78386,3.7939,3.7715,50.1683,0.5003799999999997,DISCH,50.053340000000006,8429.079,1.0059999999994034,1.8933581220000009,0.7006231562186145,3.782585824064191,0.0012741759358085858,0.06
8431097,3.78412,3.7956,3.7746,50.3804,0.4995999999999997,DISCH,50.06696,8430.083,1.004000000000815,1.8905379280000003,0.7006268649363384,3.7826274351455367,0.001492564854463474,0.06
8432094,3.7836,3.7941,3.7716,49.2159,0.4991199999999997,DISCH,50.07361999999999,8431.08,0.9969999999993888,1.888463108000001,0.7006138056797747,3.782663201377518,0.0009367986224817493,0.06
8433089,3.78292,3.7954,3.772,50.0397,0.4986799999999998,DISCH,50.06204,8432.075,0.9950000000008004,1.8864578600000008,0.7005798151729209,3.7826673101772634,0.00025268982273640717,0.06
8434098,3.78376,3.7947,3.7755,49.5732,0.4966999999999998,DISCH,50.05806,8433.084,1.0090000000000146,1.8793886960000008,0.7005694230563858,3.782726826050468,0.0010331739495321735,0.06
8435090,3.78274,3.797,3.7736,49.9518,0.4994399999999998,DISCH,50.04202,8434.076,0.9919999999983702,1.8892493000000008,0.7005337088888175,3.7825453521147687,0.0001946478852312694,0.06
8436094,3.78266,3.7925,3.7735,49.3744,0.5001599999999998,DISCH,50.03106,8435.08,1.004000000000815,1.8919332040000008,0.7004982204104473,3.7824396470902792,0.0002203529097206669,0.06
8437095,3.78258,3.7967,3.7729,50.763,0.5011799999999998,DISCH,50.028760000000005,8436.081,1.0010000000002035,1.8957512580000009,0.7004640731501935,3.7823173744310594,0.0002626255689404111,0.06
8438088,3.78302,3.7945,3.773,50.3448,0.5029999999999998,DISCH,50.02854000000001,8437.074,0.9930000000003928,1.9028569080000008,0.7004488124254397,3.7821496623564346,0.0008703376435654775,0.06
8439084,3.78328,3.7954,3.7724,50.0691,0.5038399999999997,DISCH,50.06406,8438.07,0.9959999999991852,1.9061655440000007,0.7004437257807481,3.782072629871966,0.0012073701280339577,0.06
8440079,3.7837,3.7963,3.772,50.8111,0.5025999999999998,DISCH,50.07386,8439.065,0.9950000000008004,1.901685740000001,0.7004496825049631,3.7821385182198246,0.0015614817801754555,0.06
8441083,3.78364,3.7936,3.7747,49.7238,0.5010399999999998,DISCH,50.0753,8440.069,1.003999999998996,1.8957542000000007,0.7004503609490387,3.7822419520511588,0.0013980479488413522,0.06
8442086,3.78392,3.7925,3.7714,49.8531,0.5004999999999997,DISCH,50.07102,8441.072,1.0030000000006112,1.8938514460000009,0.7004587059483488,3.782275672134895,0.0016443278651050441,0.06
8443089,3.78402,3.7959,3.7732,49.5502,0.4984199999999997,DISCH,50.08642,8442.075,1.0030000000006112,1.8860320620000008,0.7004660116380673,3.7824151520738303,0.0016048479261696613,0.06
8444090,3.78348,3.7946,3.7736,49.8578,0.4988199999999997,DISCH,50.055580000000006,8443.076,1.0009999999983847,1.887275802000001,0.7004570986327642,3.7824038253574286,0.0010761746425713703,0.06
8445088,3.78282,3.7945,3.7742,49.8203,0.4980999999999998,DISCH,50.0401,8444.074,0.9980000000014116,1.8842235540000007,0.700427195119331,3.782431990597552,0.00038800940244820836,0.06
8446091,3.78264,3.7952,3.7714,50.2198,0.4998199999999997,DISCH,50.033,8445.077,1.0029999999987922,1.8906393500000007,0.7003961776227584,3.7822766592307637,0.0003633407692360535,0.06
8447084,3.78286,3.7951,3.773,49.6237,0.4996799999999998,DISCH,50.02386,8446.07,0.9930000000003928,1.890219176000001,0.7003737256973058,3.782232364994562,0.0006276350054377211,0.06
8448083,3.78258,3.7926,3.7688,50.5354,0.4996199999999997,DISCH,50.004380000000005,8447.069,0.9989999999997964,1.889852568000001,0.7003435026824257,3.782196857048091,0.000383142951908777,0.06
8449078,3.7831,3.7943,3.7758,49.7886,0.4990199999999998,DISCH,49.99934,8448.064,0.9950000000008004,1.8878417280000008,0.7003299830932649,3.7821811629930684,0.0009188370069317386,0.06
8450076,3.78386,3.7942,3.7733,49.6554,0.4977999999999998,DISCH,49.99308,8449.062,0.9979999999995924,1.8836016580000008,0.7003382929528104,3.782231029904623,0.0016289700953766584,0.06
8451062,3.783980000000001,3.7943,3.7698,49.8314,0.4960999999999997,DISCH,50.00376,8450.048,0.9860000000007858,1.8772317660000009,0.7003473259373169,3.7823484561468756,0.0016315438531253612,0.06
8452064,3.78414,3.7949,3.7753,49.0404,0.4949199999999997,DISCH,50.012,8451.05,1.0019999999985885,1.872844642000001,0.7003580864921191,3.782433839179074,0.001706160820925895,0.06
8453072,3.78348,3.7947,3.7741,49.6565,0.4964199999999998,DISCH,50.02578,8452.058,1.0080000000016298,1.8781842820000008,0.7003503786599565,3.782361728339886,0.001118271660113912,0.06
8454077,3.783360000000001,3.7931,3.7719,49.3232,0.4957999999999998,DISCH,50.0434,8453.063,1.0049999999991996,1.8757778220000003,0.7003384103370177,3.7823859550539276,0.000974044946073338,0.06
8455092,3.78312,3.7934,3.774,50.6373,0.4975199999999998,DISCH,50.0562,8454.078,1.014999999999418,1.8821677700000008,0.7003223324210289,3.782261162930489,0.0008588370695106207,0.06
8456095,3.78256,3.7931,3.7751,49.4494,0.4979599999999998,DISCH,50.04292,8455.081,1.0030000000006112,1.8835531780000008,0.7002911271385566,3.7822078645212405,0.0003521354787596742,0.06
8457096,3.7823,3.795,3.7726,49.9015,0.4980599999999998,DISCH,50.03542,8456.082,1.0010000000002035,1.883803694000001,0.7002538313499469,3.7821482316525366,0.00015176834746366552,0.06
8458106,3.78314,3.7959,3.7717,49.7526,0.4961799999999997,DISCH,50.02778,8457.092,1.0100000000002185,1.8771161300000003,0.700240685135606,3.782196400989954,0.0009435990100459257,0.06
8459107,3.7826,3.7933,3.772,49.0152,0.4971799999999998,DISCH,50.03062,8458.093,1.0010000000002035,1.8806311840000007,0.70021374100796,3.7821142541633295,0.00048574583667049254,0.06
8460104,3.78202,3.7962,3.7723,49.5168,0.4991599999999998,DISCH,50.0371,8459.09,0.9969999999993888,1.8878274100000003,0.7001740340362179,3.7819490349407685,7.096505923165353e-05,0.06
8461102,3.78216,3.7935,3.7713,49.973,0.4990199999999998,DISCH,50.0486,8460.088,0.9979999999995924,1.8873678740000008,0.7001404533384095,3.7818889726873004,0.00027102731269978975,0.06
8462112,3.78216,3.7924,3.7701,50.884,0.5007199999999998,DISCH,50.056740000000005,8461.098,1.0100000000002185,1.8938008440000007,0.7001111776775677,3.781727999923862,0.0004320000761381948,0.06
8463107,3.78188,3.7954,3.7747,49.6087,0.5008399999999997,DISCH,50.0453,8462.093,0.9950000000008004,1.8941156240000008,0.7000756484494086,3.7816714335600774,0.0002085664399227305,0.06
8464103,3.78198,3.7937,3.7759,49.9957,0.4993799999999997,DISCH,50.04168,8463.089,0.9959999999991852,1.888642726000001,0.7000424604920921,3.7816979594147346,0.0002820405852652641,0.06
8465113,3.78238,3.7929,3.7738,49.6035,0.4986799999999998,DISCH,50.0476,8464.099,1.0100000000002185,1.8861984260000009,0.7000215479201802,3.781681869360072,0.000698130639928074,0.06
8466099,3.78348,3.7948,3.773,49.362,0.4974199999999998,DISCH,50.04166,8465.085,0.9859999999989668,1.8819752060000008,0.70003432108063,3.7817233554783996,0.0017566445216004034,0.06
8467106,3.7833,3.7956,3.7721,50.6082,0.4971199999999998,DISCH,50.03854,8466.092,1.007000000001426,1.8807500840000009,0.7000395153849334,3.7817618909562243,0.001538109043775826,0.06
8468102,3.78304,3.7946,3.7707,49.0563,0.4967799999999998,DISCH,50.0483,8467.088,0.9959999999991852,1.8793354080000009,0.7000362684139548,3.7817920822336406,0.0012479177663595742,0.06
8469105,3.78372,3.7954,3.7711,49.9946,0.4989999999999998,DISCH,50.03716,8468.091,1.0030000000006112,1.8880757400000008,0.7000577635638146,3.781652460881195,0.002067539118804973,0.06
8470095,3.78374,3.7927,3.7726,49.52,0.4982599999999998,DISCH,50.04558,8469.081,0.9899999999997816,1.8852866480000008,0.7000779437087298,3.7817349413340633,0.0020050586659365877,0.06
8471102,3.78332,3.7932,3.7705,50.352,0.4990999999999997,DISCH,50.03968,8470.088,1.006999999999607,1.8882588620000007,0.7000849375896347,3.7817179581110523,0.0016020418889475252,0.06
8472100,3.78328,3.7925,3.7705,50.2475,0.4988199999999998,DISCH,50.0346,8471.086,0.9979999999995924,1.887179646000001,0.7000901930919861,3.781747499644159,0.001532500355840849,0.06
8473107,3.78344,3.7951,3.7675,49.5914,0.4986399999999998,DISCH,50.04078,8472.093,1.007000000001426,1.8865782740000008,0.7000994178894461,3.7817667294378654,0.0016732705621347321,0.06
8474115,3.78262,3.7914,3.769,49.9052,0.4986399999999998,DISCH,50.04836,8473.101,1.0079999999998108,1.8861652400000009,0.7000828799398418,3.781782550291226,0.0008374497087739741,0.06
8475117,3.78212,3.7918,3.7722,49.4334,0.4980399999999997,DISCH,50.0305,8474.103,1.0019999999985885,1.8836463200000009,0.7000510108451486,3.7817905785545047,0.0003294214454951927,0.06
8476125,3.78176,3.7961,3.7705,50.4554,0.4981199999999998,DISCH,50.03214,8475.111,1.0080000000016298,1.8837705800000009,0.7000096561684228,3.781730427047612,2.957295238781299e-05,0.06
8477140,3.78116,3.7936,3.7708,49.9845,0.5000599999999997,DISCH,50.06628,8476.126,1.014999999999418,1.8908049800000009,0.6999551772773106,3.781541986895126,-0.0003819868951260297,0.06
8478148,3.7816,3.793,3.7677,49.6048,0.5030599999999998,DISCH,50.07648,8477.134,1.0079999999998108,1.9023734040000009,0.6999227040356653,3.78126819569848,0.0003318043015201333,0.06
8479150,3.78214,3.7919,3.7706,50.7406,0.5040799999999999,DISCH,50.06376,8478.136,1.0020000000004077,1.9065058980000007,0.6999106123659317,3.7811513378932577,0.0009886621067423107,0.06
8480135,3.78268,3.7939,3.7715,50.9768,0.5033399999999998,DISCH,50.06072,8479.121,0.9849999999987632,1.903975796000001,0.6999151540931864,3.781176253927133,0.0015037460728670737,0.06
8481143,3.78206,3.7932,3.772,50.8995,0.5033599999999998,DISCH,50.04964,8480.129,1.0080000000016298,1.9037440420000007,0.6998994882288446,3.781181196922901,0.0008788030770987554,0.06
8482148,3.78234,3.7928,3.7713,49.6221,0.5017999999999999,DISCH,50.010360000000006,8481.134,1.0049999999991996,1.897987214000001,0.6998906343845881,3.7812482529694798,0.0010917470305202848,0.06
8483148,3.78232,3.7933,3.7722,49.5199,0.4997399999999998,DISCH,49.99638,8482.134,1.0,1.8901830120000007,0.6998781951471361,3.7813572615181354,0.0009627384818644558,0.06
8484158,3.78158,3.7954,3.772,49.8223,0.4988599999999998,DISCH,50.00524,8483.144,1.0100000000002185,1.886479132000001,0.6998416910187626,3.7813880344320725,0.00019196556792744346,0.06
8485153,3.78154,3.7937,3.771,50.0204,0.5002799999999998,DISCH,50.02606,8484.139,0.9949999999989814,1.8918307700000008,0.6998089970675517,3.7812408226928738,0.0002991773071263637,0.06
8486153,3.78202,3.7929,3.7729,50.3744,0.5012999999999999,DISCH,50.067220000000006,8485.139,1.0,1.8959257820000008,0.6997944101756031,3.7811227844359236,0.0008972155640765145,0.06
8487154,3.78188,3.7901,3.7709,50.3113,0.5011199999999997,DISCH,50.09084,8486.14,1.0010000000002035,1.8951752700000009,0.6997759304772504,3.7811084064829332,0.0007715935170669042,0.06
8488160,3.78156,3.7915,3.7718,49.9207,0.5012999999999999,DISCH,50.10566,8487.146,1.0060000000012224,1.8956962360000005,0.6997487013433007,3.781065378652477,0.0004946213475229833,0.06
8489157,3.78148,3.7918,3.7736,49.8967,0.4990999999999997,DISCH,50.10918,8488.143,0.9969999999993888,1.887338344000001,0.6997169264351479,3.781151438668194,0.0003285613318060321,0.06
8490164,3.78124,3.7954,3.771,49.9549,0.4995199999999998,DISCH,50.08124,8489.15,1.006999999999607,1.8888060940000009,0.6996797945603842,3.781070709345012,0.00016929065498771934,0.06
8491165,3.78146,3.7954,3.7699,49.3145,0.5000599999999997,DISCH,50.04666,8490.151,1.0010000000002035,1.8909588420000003,0.6996525942909804,3.780974692048237,0.00048530795176304764,0.06
8492161,3.7818,3.7942,3.7723,50.3093,0.5003799999999997,DISCH,50.01476,8491.147,0.996000000001004,1.8923388700000008,0.6996380637147763,3.7809089457790477,0.0008910542209523697,0.06
8493153,3.78168,3.7933,3.7742,50.15,0.5008999999999998,DISCH,50.00256,8492.139,0.9919999999983702,1.894245122000001,0.6996216893009237,3.780852926878751,0.0008270731212491889,0.06
8494168,3.7817,3.7891,3.7735,50.1396,0.5005399999999998,DISCH,50.009640000000005,8493.154,1.015000000001237,1.8928939020000008,0.6996052445766867,3.780844698043603,0.0008553019563968256,0.06
8495176,3.7813,3.7939,3.7718,50.3072,0.5000399999999998,DISCH,50.02046,8494.162,1.0079999999998108,1.890802512000001,0.6995767587700672,3.7808469470693638,0.00045305293063613306,0.06
8496184,3.781260000000001,3.7954,3.7699,49.21,0.4996599999999998,DISCH,50.03942,8495.17,1.0079999999998108,1.8893450940000007,0.6995478812119914,3.780820725151128,0.00043927484887307244,0.06
8497194,3.78104,3.7925,3.7724,50.1111,0.4992999999999998,DISCH,50.06546,8496.18,1.0100000000002185,1.8878736940000007,0.6995130492397176,3.7807924805505904,0.00024751944940959447,0.06
8498202,3.7813,3.7915,3.7725,50.2304,0.4983999999999998,DISCH,50.07986,8497.188,1.0079999999998108,1.8846000820000008,0.6994865551618634,3.780786745821187,0.0005132541788128719,0.06
8499210,3.78202,3.7931,3.7695,49.8417,0.5008199999999998,DISCH,50.08068,8498.196,1.0079999999998108,1.8941122820000007,0.6994878961642332,3.780595546088317,0.001424453911682999,0.06
8500203,3.78258,3.7935,3.771,49.6367,0.5005399999999998,DISCH,50.07516,8499.189,0.9930000000003928,1.8933341340000005,0.6995065029867638,3.7806157862462717,0.001964213753728128,0.06
8501209,3.78236,3.7923,3.7694,50.3259,0.4994599999999997,DISCH,50.05534,8500.195,1.0059999999994034,1.889140064000001,0.6995149270561916,3.7807118573615446,0.0016481426384555853,0.06
8502220,3.78226,3.7931,3.7691,49.9996,0.4988199999999998,DISCH,50.06748,8501.206,1.011000000000422,1.886670472000001,0.6995184980157714,3.780764502644929,0.0014954973550711514,0.06
8503219,3.78152,3.7914,3.771,49.5484,0.4991199999999997,DISCH,50.04882,8502.205,0.9989999999997964,1.8874354000000009,0.6995001147480508,3.780753479581536,0.0007665204184639229,0.06
8504220,3.7809,3.791,3.7677,49.5651,0.4967399999999998,DISCH,50.04054000000001,8503.206,1.0010000000002035,1.8781236120000009,0.6994593427617497,3.7808648082518874,3.519174811250636e-05,0.06
8505220,3.78044,3.7928,3.7718,49.952,0.4988799999999997,DISCH,50.04882,8504.206,1.0,1.8859827200000008,0.699410397092019,3.7806659249285097,-0.00022592492850970203,0.06
8506221,3.77962,3.7907,3.77,49.2176,0.4989399999999998,DISCH,50.04692,8505.207,1.0010000000002035,1.8858023800000008,0.6993388787413927,3.7805779166263886,-0.0009579166263886663,0.06
8507231,3.78016,3.7917,3.7696,51.1128,0.4999599999999997,DISCH,50.03117999999999,8506.217,1.0100000000002185,1.8899291740000008,0.6992892128659807,3.780392698865485,-0.00023269886548504815,0.06
8508231,3.7802,3.792,3.7703,49.5908,0.4992599999999997,DISCH,50.02544,8507.217,1.0,1.8873037960000008,0.6992425729646763,3.780349957372284,-0.0001499573722840708,0.06
8509245,3.78058,3.795,3.7687,49.8347,0.5020799999999997,DISCH,50.05276,8508.231,1.0139999999992142,1.8981593040000009,0.6992145212985015,3.7800989743289235,0.0004810256710765515,0.06
8510248,3.78138,3.7932,3.7714,49.5752,0.4991599999999998,DISCH,50.06723999999999,8509.234,1.0030000000006112,1.8875187440000003,0.6992078575932689,3.780227070513546,0.0011529294864538464,0.06
8511253,3.78182,3.793,3.7724,50.5641,0.4999799999999997,DISCH,50.0959,8510.239,1.0049999999991996,1.8908362740000009,0.6992164561020734,3.7801661254931838,0.0016538745068164218,0.06
8512266,3.78192,3.7921,3.771,49.5598,0.5004399999999998,DISCH,50.08636,8511.252,1.0130000000008297,1.8926269840000007,0.699228169397068,3.7801526919970896,0.0017673080029103616,0.06
8513263,3.78184,3.7919,3.7689,49.9648,0.5005399999999998,DISCH,50.100080000000005,8512.249,0.9969999999993888,1.8929651500000009,0.6992376147798661,3.7801680192805063,0.0016719807194935932,0.06
8514256,3.78154,3.7901,3.7709,50.1353,0.4981199999999998,DISCH,50.07806,8513.242,0.9930000000003928,1.8836616660000007,0.6992332103652378,3.7803301313476863,0.0012098686523138724,0.06
8515248,3.7811,3.7905,3.7727,49.566,0.4989399999999998,DISCH,50.05446,8514.234,0.9920000000001892,1.8865443700000009,0.6992169882136641,3.7802732973656537,0.0008267026343462547,0.06
8516254,3.78142,3.792,3.7701,49.3926,0.4989599999999997,DISCH,50.03304,8515.24,1.0059999999994034,1.8867802120000008,0.6992109520337275,3.78024313270806,0.001176867291939665,0.06
8517253,3.7808,3.7918,3.7699,50.1047,0.4980599999999997,DISCH,50.047540000000005,8516.239,0.9989999999997964,1.8830655420000009,0.6991848449133075,3.7802873700433364,0.0005126299566637904,0.06
8518246,3.78136,3.7902,3.7671,50.0263,0.4985199999999998,DISCH,50.04386,8517.232,0.9930000000003928,1.8850832400000008,0.6991784059979487,3.7802151578906655,0.0011448421093342986,0.06
8519251,3.78102,3.7932,3.7688,49.946,0.4987799999999997,DISCH,50.046,8518.237,1.0049999999991996,1.8858981480000003,0.6991618279910368,3.7801875589905,0.0008324410094999735,0.06
8520246,3.78014,3.7908,3.7692,50.0226,0.4996599999999997,DISCH,50.06054,8519.232,0.9950000000008004,1.8887819080000008,0.6991210012281227,3.7801067935302597,3.320646974014352e-05,0.06
8521243,3.7803,3.793,3.7709,49.5053,0.4994199999999997,DISCH,50.07778,8520.229,0.9969999999993888,1.8879544280000005,0.6990867589986215,3.7800507439209587,0.000249256079041249,0.06
8522237,3.7801,3.7929,3.7687,50.5469,0.4987199999999998,DISCH,50.06174,8521.223,0.9940000000005966,1.8852087980000007,0.6990470600387849,3.7800340670486583,6.593295134171839e-05,0.06
8523228,3.78016,3.7914,3.7712,50.0085,0.4990799999999998,DISCH,50.0672,8522.214,0.9909999999999854,1.8866001920000008,0.6990120677505258,3.7799442359651207,0.0002157640348792178,0.06
8524227,3.78012,3.7915,3.7695,49.3976,0.5002399999999998,DISCH,50.06114,8523.213,0.9989999999997964,1.8909649560000008,0.6989794309348508,3.7798136015627803,0.0003063984372198014,0.06
8525216,3.78088,3.7927,3.7699,50.0428,0.4998799999999997,DISCH,50.042,8524.202,0.988999999999578,1.8899873720000009,0.6989716744309812,3.779779749525111,0.0011002504748889308,0.06
8526202,3.78042,3.7958,3.7712,50.0185,0.4994199999999997,DISCH,50.03134,8525.188,0.9860000000007858,1.8880190320000008,0.6989494799073696,3.7797942693020357,0.000625730697964233,0.06
8527205,3.78082,3.7953,3.77,50.343,0.5011599999999998,DISCH,50.05196,8526.191,1.0030000000006112,1.894797538000001,0.6989431681488971,3.779650146561147,0.001169853438852897,0.06
8528199,3.78042,3.7911,3.7714,49.7846,0.5010599999999998,DISCH,50.05702,8527.185,0.9939999999987776,1.8942191980000007,0.698925064622348,3.779645940727146,0.0007740592728540108,0.06
8529204,3.78,3.7912,3.7726,50.4278,0.4990599999999998,DISCH,50.07538,8528.19,1.0050000000010186,1.886453420000001,0.698891024327707,3.7797342428025456,0.00026575719745425275,0.06
8530210,3.77988,3.7932,3.7702,50.2054,0.4983399999999998,DISCH,50.09457999999999,8529.196,1.0059999999994034,1.8836710280000009,0.6988537845769377,3.779718828317173,0.00016117168282692163,0.06
8531220,3.7802,3.7902,3.7716,49.2401,0.4995199999999998,DISCH,50.10612,8530.206,1.0100000000002185,1.8882917440000009,0.6988302914279125,3.7795834069809606,0.0006165930190391578,0.06
8532223,3.78044,3.7942,3.7702,49.8287,0.5000399999999997,DISCH,50.106,8531.209,1.0030000000006112,1.8903798440000008,0.698816626648968,3.7795121626905157,0.000927837309484314,0.06
8533225,3.78072,3.7914,3.7677,50.2986,0.4994999999999997,DISCH,50.11886,8532.211,1.0019999999985885,1.8884781080000008,0.698811388753421,3.779521170978711,0.001198829021288983,0.06
8534234,3.78084,3.7911,3.768,50.6522,0.5003799999999998,DISCH,50.09274,8533.22,1.0090000000000146,1.8918619200000009,0.6988113966557977,3.779458710900217,0.0013812890997830785,0.06
8535236,3.78072,3.7915,3.7672,49.8418,0.5000999999999998,DISCH,50.08766,8534.222,1.0020000000004077,1.8907435920000009,0.6988074959522549,3.7794760731693127,0.001243926830687414,0.06
8536231,3.78026,3.7919,3.7699,49.4707,0.5005799999999998,DISCH,50.07962,8535.217,0.9950000000008004,1.892325896000001,0.6987907736869616,3.7794409911662488,0.0008190088337514112,0.06
8537240,3.78014,3.7897,3.7684,49.746,0.4997599999999997,DISCH,50.05162,8536.226,1.0090000000000146,1.8891634900000007,0.698769238520625,3.7794604844528625,0.0006795155471372993,0.06
8538242,3.78006,3.7954,3.7729,50.5644,0.4994599999999997,DISCH,50.02788,8537.228,1.0019999999985885,1.8879894340000007,0.6987461321683361,3.77944193299656,0.000618067003440359,0.06
8539242,3.78054,3.79,3.7696,50.225,0.5014399999999999,DISCH,50.05212,8538.228,1.0,1.8957129640000008,0.698742599582233,3.7792831813737333,0.001256818626266476,0.06
8540236,3.78066,3.7902,3.7704,49.6624,0.5012799999999997,DISCH,50.04246,8539.222,0.9940000000005966,1.895167828000001,0.6987429041372257,3.779287154558234,0.0013728454417663016,0.06
8541229,3.78118,3.7912,3.7705,50.5478,0.5010399999999998,DISCH,50.03574,8540.215,0.9930000000003928,1.8945232280000008,0.6987588103648915,3.779302186527329,0.0018778134726709084,0.06
8542221,3.78054,3.7916,3.7688,49.6419,0.5008199999999997,DISCH,50.06942,8541.207,0.9920000000001892,1.8933703740000003,0.6987538296398537,3.7793428952724906,0.001197104727509224,0.06
8543221,3.78054,3.7879,3.7716,50.2644,0.5016599999999997,DISCH,50.07106,8542.207,1.0,1.8965462460000004,0.6987502776159855,3.779283211245516,0.001256788754483651,0.06
8544229,3.78082,3.7922,3.765,50.2537,0.5025199999999997,DISCH,50.03324,8543.215,1.0079999999998108,1.8999403080000004,0.6987567292552868,3.7792247838184805,0.0015952161815193655,0.06
8545237,3.78104,3.7914,3.77,49.9342,0.5030599999999998,DISCH,50.05228,8544.223,1.0079999999998108,1.9020918100000008,0.6987705625746863,3.7792034202438995,0.0018365797561004094,0.06
8546234,3.78092,3.7911,3.7707,51.004,0.5014199999999998,DISCH,50.068560000000005,8545.22,0.9969999999993888,1.8958309340000008,0.6987775130752877,3.7793266929490956,0.0015933070509044356,0.06
8547219,3.78128,3.7909,3.7681,50.1199,0.5014799999999997,DISCH,50.06324,8546.205,0.985000000000582,1.8962381960000003,0.6987957590826804,3.7793359318277973,0.0019440681722029396,0.06
8548208,3.78084,3.7925,3.7698,49.6456,0.4999399999999998,DISCH,50.06806,8547.194,0.988999999999578,1.8901989760000009,0.6987966156481994,3.7794596973815566,0.001380302618443352,0.06
8549202,3.7805,3.7894,3.7692,50.0799,0.5002799999999997,DISCH,50.08734,8548.188,0.9940000000005966,1.8913110820000008,0.698787365530558,3.779440361610137,0.0010596383898628936,0.06
8550197,3.78074,3.7899,3.7684,49.3,0.5020399999999998,DISCH,50.06272,8549.183,0.9950000000008004,1.8980889620000003,0.698789061539455,3.779318498302355,0.001421501697645322,0.06
8551186,3.78184,3.7898,3.7668,51.0607,0.5025599999999998,DISCH,50.05406,8550.172,0.988999999999578,1.900603606000001,0.6988256772444754,3.7792905825746232,0.002549417425376621,0.06
8552176,3.7818200000000006,3.7899,3.7666,50.7829,0.5031399999999998,DISCH,50.039,8551.162,0.9899999999997816,1.9027865580000007,0.6988607212635092,3.779318710681519,0.002501289318481703,0.06
8553166,3.7821,3.7911,3.7716,49.9036,0.5048799999999998,DISCH,50.03339999999999,8552.152,0.9899999999997816,1.9095017140000008,0.6989055991698715,3.7792744373090956,0.002825562690904171,0.06
8554160,3.7819,3.7926,3.7701,50.4951,0.5035399999999998,DISCH,50.03844,8553.146,0.9940000000005966,1.9043350780000008,0.6989394141573578,3.7794320565944215,0.002467943405578321,0.06
8555163,3.78156,3.7934,3.7651,49.9586,0.5017999999999997,DISCH,50.04336,8554.149,1.0029999999987922,1.8975828320000008,0.698957538655309,3.77959431144459,0.0019656885554097947,0.06
8556155,3.78044,3.7903,3.7725,50.5249,0.5018999999999998,DISCH,50.05324,8555.141,0.9920000000001892,1.897402236000001,0.6989408531140727,3.77962032379091,0.000819676209089959,0.06
8557144,3.78,3.791,3.7684,50.0487,0.4996999999999998,DISCH,50.06396,8556.13,0.988999999999578,1.8888669840000003,0.6989077434735997,3.779724110601083,0.00027588939891698416,0.06
8558140,3.78034,3.7941,3.7701,49.7868,0.4976999999999997,DISCH,50.07281999999999,8557.126,0.996000000001004,1.8814740600000008,0.698883039281331,3.7797868484577903,0.0005531515422094735,0.06
8559148,3.7802,3.7928,3.7686,49.2111,0.4979199999999998,DISCH,50.06854,8558.134,1.0079999999998108,1.882234744000001,0.698855249083358,3.7797301879402943,0.0004698120597055322,0.06
8560143,3.77978,3.7891,3.7671,48.9392,0.4982799999999997,DISCH,50.08818,8559.129,0.9950000000008004,1.8833852200000003,0.6988171597000767,3.779661595700214,0.00011840429978615674,0.06
8561155,3.77896,3.7908,3.7676,50.6832,0.4986999999999998,DISCH,50.07696,8560.141,1.0119999999988067,1.8845619240000004,0.6987559222040446,3.7795694823791526,-0.0006094823791524817,0.06
8562166,3.7791,3.7887,3.7691,50.2458,0.4987199999999998,DISCH,50.081500000000005,8561.152,1.011000000000422,1.8847065760000008,0.6987023147041947,3.779462847253645,-0.00036284725364499337,0.06
8563155,3.77854,3.7936,3.7661,50.2161,0.4985399999999997,DISCH,50.09158000000001,8562.141,0.988999999999578,1.8837511900000008,0.6986348728862133,3.7793829052500842,-0.000842905250084236,0.06
8564152,3.778480000000001,3.7907,3.7669,49.4924,0.4969999999999998,DISCH,50.10504,8563.138,0.9970000000012078,1.8779021180000008,0.6985661213623555,3.779358755733309,-0.0008787557333080898,0.06
8565157,3.77842,3.7918,3.7672,49.088,0.4969399999999997,DISCH,50.0911,8564.143,1.0049999999991996,1.8776452820000007,0.6984987456195086,3.7792433376237766,-0.00082333762377651,0.06
