t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,soc_est,v_pred,v_resid,r_used_ohm
33977,4.177919999999999,4.1917,4.1683,50.3748,0.50082,DISCH,28.02508,32.963,1.0,2.092385476,0.9986134645000001,4.160485267109157,0.017434732890842852,0.06
34968,4.177499999999999,4.1919,4.1667,49.9786,0.4996,DISCH,28.0182,33.954,0.9909999999999995,2.087079922,0.9985717891127948,4.160558467109157,0.01694153289084266,0.06
35980,4.17772,4.1892,4.1686,50.1922,0.49996,DISCH,28.00514,34.966,1.0120000000000005,2.088694584,0.9985291999276096,4.1605368671091565,0.01718313289084339,0.06
36981,4.17794,4.1897,4.1685,49.2126,0.5001599999999999,DISCH,27.9858,35.967,1.0009999999999977,2.0896410760000004,0.9984870568164985,4.160524867109157,0.017415132890843843,0.06
37976,4.17872,4.19,4.1699,50.3713,0.49822,DISCH,27.9769,36.962,0.9950000000000044,2.0819195820000003,0.998445328794613,4.160641267109156,0.01807873289084405,0.06
38967,4.178459999999999,4.1907,4.1666,50.5092,0.49878,DISCH,27.9979,37.953,0.9909999999999995,2.084128372,0.9984037218097646,4.160607667109156,0.017852332890843314,0.06
39966,4.178120000000001,4.1909,4.1667,49.0358,0.5005,DISCH,28.007420000000003,38.952,0.9989999999999952,2.091142816,0.9983616343097645,4.160504467109156,0.0176155328908445,0.06
40967,4.17748,4.1909,4.1685,50.4226,0.5000199999999999,DISCH,28.02072,39.953,1.0010000000000048,2.088816464,0.9983195029949498,4.160533267109156,0.01694673289084392,0.06
41963,4.17738,4.187,4.1708,50.3588,0.4998599999999999,DISCH,28.03382,40.949,0.9959999999999952,2.088097524,0.9982775955404043,4.160542867109156,0.016837132890843876,0.06
42968,4.17738,4.1889,4.1677,49.9981,0.50244,DISCH,28.060360000000003,41.954,1.0050000000000026,2.09888373,0.9982350911464649,4.160388067109157,0.016991932890843664,0.06
43968,4.17794,4.1897,4.1661,50.5257,0.50146,DISCH,28.04466,42.954,1.0,2.09506985,0.9981928807087544,4.160446867109156,0.017493132890844088,0.06
44966,4.17834,4.1888,4.1643,50.1087,0.5008,DISCH,28.03838,43.952,0.9979999999999976,2.0925131,0.9981508101363639,4.160486467109156,0.017853532890844015,0.06
45971,4.17938,4.1888,4.1645,49.9961,0.50064,DISCH,28.037080000000003,44.957,1.0050000000000026,2.092365124,0.9981084580151517,4.160496067109157,0.018883932890843447,0.06
46969,4.17928,4.1883,4.1697,49.6209,0.49912,DISCH,28.01212,45.955,0.9979999999999976,2.085964944,0.9980665285740743,4.160587267109157,0.018692732890843722,0.06
47980,4.17928,4.188,4.1657,50.0497,0.4989599999999999,DISCH,28.018780000000003,46.966,1.0110000000000028,2.085296032,0.9980240665740743,4.160596867109156,0.018683132890844334,0.06
48976,4.179,4.1867,4.167,49.7758,0.4973599999999999,DISCH,28.02792,47.962,0.9960000000000022,2.078470384,0.9979823687154884,4.160692867109156,0.01830713289084418,0.06
49969,4.17934,4.1903,4.1692,50.077,0.49898,DISCH,28.038760000000003,48.955,0.992999999999995,2.085409906,0.9979406610437712,4.160595667109156,0.01874433289084365,0.06
50984,4.17912,4.19,4.1645,49.1182,0.4973000000000001,DISCH,28.05336,49.97,1.0150000000000006,2.078278156,0.9978981728703705,4.160696467109156,0.018423532890843752,0.06
51985,4.17904,4.1887,4.166,50.5801,0.49972,DISCH,28.0641,50.971,1.0009999999999977,2.088347042,0.9978560668333335,4.160551267109156,0.01848873289084363,0.06
52977,4.17854,4.1911,4.1681,49.0377,0.499,DISCH,28.05934,51.963,0.9920000000000044,2.085088138,0.9978143994932661,4.160594467109156,0.017945532890843552,0.06
53970,4.178320000000001,4.1887,4.1656,50.7191,0.50154,DISCH,28.0556,52.956,0.993000000000002,2.0955908360000004,0.9977724778417509,4.160442067109156,0.01787793289084494,0.06
54968,4.17794,4.1905,4.1664,49.6559,0.50092,DISCH,28.06342,53.954,0.9979999999999976,2.092808706,0.9977303971885523,4.160479267109157,0.017460732890843822,0.06
55980,4.1782200000000005,4.1896,4.1685,50.4952,0.5027200000000001,DISCH,28.04394,54.966,1.0120000000000005,2.100472182,0.997687572892256,4.160371267109157,0.017848732890843877,0.06
56989,4.17844,4.1866,4.1643,50.2766,0.5015,DISCH,28.04906,55.975,1.0090000000000003,2.095486604,0.9976449791632997,4.160444467109156,0.017995532890844324,0.06
57983,4.1776800000000005,4.1845,4.1667,50.0863,0.50212,DISCH,28.04456,56.969,0.9939999999999998,2.097696556,0.9976029667659934,4.160407267109156,0.01727273289084419,0.06
58979,4.177380000000001,4.1888,4.1666,50.3975,0.50182,DISCH,28.05276,57.965,0.9960000000000022,2.096292466,1.0,4.160425267109156,0.016954732890845037,0.06
59985,4.17748,4.1906,4.1653,50.0388,0.50156,DISCH,28.03148,58.971,1.0059999999999931,2.0952565080000003,0.9999575278316498,4.160440867109156,0.01703913289084369,0.06
60997,4.1768600000000005,4.1887,4.1679,50.2929,0.50168,DISCH,28.0425,59.983,1.0120000000000005,2.0954474220000003,0.9999147921279461,4.160433667109157,0.01642633289084383,0.06
61990,4.177020000000001,4.1881,4.1673,50.1938,0.50114,DISCH,28.06068,60.976,0.993000000000002,2.093271114,0.9998729039107743,4.160466067109156,0.016553932890844614,0.06
62988,4.1777,4.1875,4.1661,49.9566,0.50052,DISCH,28.0582,61.974,0.9979999999999976,2.091021354,0.9998308568602693,4.160503267109156,0.017196732890843336,0.06
63985,4.17778,4.1888,4.168,50.0444,0.49982,DISCH,28.054720000000003,62.971,0.997,2.0881380980000004,0.9997889106868686,4.160545267109156,0.017234732890844207,0.06
64974,4.17774,4.1923,4.1662,49.839,0.5001,DISCH,28.05952,63.96,0.9890000000000044,2.08928777,0.9997472777828282,4.160528467109156,0.017211532890843984,0.06
65984,4.17826,4.1888,4.1659,49.8126,0.5006,DISCH,28.06436,64.97,1.009999999999998,2.0916386960000004,0.9997047183552188,4.160498467109156,0.01776153289084359,0.06
66990,4.17808,4.187,4.1672,50.1059,0.49978,DISCH,28.04896,65.976,1.0060000000000002,2.0881227440000005,0.9996623969175084,4.160547667109157,0.017532332890842994,0.06
67990,4.17806,4.1878,4.167,50.4615,0.5006999999999999,DISCH,28.06218,66.976,1.0,2.0919562760000003,0.9996202504528618,4.160492467109156,0.017567532890844006,0.06
68979,4.1787,4.1879,4.1654,49.419,0.50092,DISCH,28.068220000000004,67.965,0.9890000000000044,2.09319534,0.9995785492845117,4.160479267109157,0.018220732890843472,0.06
69977,4.178559999999999,4.1869,4.1648,50.1652,0.5001,DISCH,28.08006,68.963,0.9979999999999905,2.08969989,0.9995365375168349,4.160528467109156,0.018031532890843138,0.06
70978,4.17838,4.1878,4.1689,49.9504,0.49874,DISCH,28.08788,69.964,1.0010000000000048,2.08392495,0.9994945140538719,4.160610067109157,0.017769932890843165,0.06
71978,4.17732,4.1893,4.1619,50.0106,0.4988399999999999,DISCH,28.089640000000003,70.964,1.0,2.083817106,0.9994525241548821,4.160604067109157,0.016715932890843277,0.06
72976,4.176740000000001,4.1895,4.1665,49.6426,0.49832,DISCH,28.0744,71.962,0.9980000000000048,2.081354934,0.9994106619191918,4.160635267109156,0.016104732890844353,0.06
73970,4.17564,4.1875,4.165,49.583,0.4992,DISCH,28.087580000000003,72.956,0.9939999999999998,2.084477702,0.9993688938383837,4.1605824671091565,0.015057532890843106,0.06
74961,4.17534,4.1887,4.1689,50.0008,0.49958,DISCH,28.07312,73.947,0.9909999999999995,2.085914744,0.9993272201195285,4.1605596671091565,0.014780332890843795,0.06
75950,4.17488,4.1879,4.1654,50.5263,0.49948,DISCH,28.07222,74.936,0.9890000000000044,2.085268394,0.9992856388299661,4.160565667109156,0.014314332890843495,0.06
76951,4.17516,4.1869,4.1679,50.0692,0.50026,DISCH,28.05906,75.937,1.0009999999999906,2.088663122,0.9992434872929291,4.160518867109157,0.014641132890843345,0.06
77947,4.17538,4.1891,4.1677,49.7074,0.5017799999999999,DISCH,28.05894,76.933,0.9960000000000092,2.095120402,0.9992014188686867,4.160427667109156,0.014952332890843856,0.06
78948,4.17642,4.1875,4.1667,50.0278,0.50054,DISCH,28.04722,77.934,1.0009999999999906,2.090463062,0.9991592437390571,4.160502067109157,0.015917932890843645,0.06
79943,4.17666,4.191,4.1659,50.753,0.50092,DISCH,28.06252,78.929,0.9950000000000044,2.092170314,0.9991172895808079,4.160479267109157,0.01618073289084343,0.06
80936,4.17652,4.188,4.1669,49.7662,0.5032,DISCH,28.076840000000004,79.922,0.992999999999995,2.101623452,0.9990752291767675,4.160342467109157,0.016177532890843338,0.06
81927,4.17636,4.1872,4.167,50.207,0.50342,DISCH,28.112379999999995,80.913,0.9909999999999995,2.102461632,0.99903323513468,4.160329267109156,0.01603073289084378,0.06
82912,4.17568,4.1878,4.1689,50.8098,0.5037800000000001,DISCH,28.12222,81.898,0.9849999999999994,2.103618836,0.9989914654966329,4.160307667109156,0.015372332890843943,0.06
83918,4.175,4.1859,4.1663,50.063,0.5062800000000001,DISCH,28.13838,82.904,1.0060000000000002,2.113719538,0.998948593638047,4.160157667109156,0.01484233289084358,0.06
84911,4.17506,4.185,4.1658,50.7911,0.50602,DISCH,28.13284,83.897,0.9930000000000092,2.112663694,0.9989062975218854,4.1601732671091565,0.014886732890843746,0.06
85910,4.17496,4.1864,4.1639,51.1586,0.50464,DISCH,28.11266,84.896,0.9989999999999952,2.106849886,0.9988638618855218,4.160256067109156,0.014703932890843596,0.06
86912,4.17616,4.1852,4.1645,50.1442,0.50434,DISCH,28.11174,85.898,1.0019999999999951,2.106197146,0.998821324117845,4.160274067109156,0.0158859328908445,0.06
87904,4.17678,4.1854,4.1658,50.0871,0.50234,DISCH,28.13064,86.89,0.9920000000000044,2.098161526,0.9987793778821548,4.160394067109157,0.016385932890843335,0.06
88908,4.1772,4.1872,4.1668,49.9838,0.4993999999999999,DISCH,28.09782,87.894,1.0040000000000049,2.086092868,0.9987371726969696,4.160570467109157,0.016629532890843457,0.06
89904,4.176399999999999,4.1848,4.1663,49.9014,0.50004,DISCH,28.10236,88.89,0.9959999999999952,2.088362564,0.9986952501515151,4.160532067109156,0.015867932890842873,0.06
90905,4.17594,4.1903,4.1622,49.6855,0.50008,DISCH,28.10902,89.891,1.0010000000000048,2.088299056,0.9986531137811447,4.160529667109156,0.015410332890843925,0.06
91914,4.17514,4.189,4.1638,50.21,0.50122,DISCH,28.10546,90.9,1.0090000000000003,2.092659492,0.9986105438333333,4.160461267109156,0.014678732890843982,0.06
92906,4.17522,4.1866,4.1661,50.0931,0.4999399999999999,DISCH,28.10274,91.892,0.9919999999999902,2.087354132,0.9985687980016834,4.160538067109156,0.014681932890844074,0.06
93902,4.17432,4.1867,4.1646,50.4683,0.50082,DISCH,28.130540000000003,92.888,0.9960000000000092,2.090580052,0.9985268100622895,4.160485267109157,0.013834732890843249,0.06
94904,4.175700000000001,4.1865,4.1659,49.3853,0.50062,DISCH,28.14844,93.89,1.0019999999999951,2.090440164,0.9984845860521885,4.1604972671091565,0.015202732890844395,0.06
95911,4.17614,4.1892,4.1657,49.9062,0.50058,DISCH,28.16226,94.897,1.007000000000005,2.090493652,0.9984421547340067,4.160499667109156,0.0156403328908441,0.06
96917,4.17604,4.1819,4.165,50.2779,0.50082,DISCH,28.16422,95.903,1.0060000000000002,2.091445118,0.9983997452289561,4.160485267109157,0.015554732890843859,0.06
97910,4.17562,4.1862,4.1646,49.9647,0.50402,DISCH,28.14302,96.896,0.992999999999995,2.104594706,0.9983576162845117,4.160293267109156,0.015326732890843964,0.06
98903,4.17618,4.1843,4.1653,50.5352,0.50328,DISCH,28.1188,97.889,0.992999999999995,2.101784692,0.9983155491936027,4.1603376671091565,0.015842332890843025,0.06
99906,4.17484,4.188,4.1642,50.9504,0.50282,DISCH,28.108320000000003,98.892,1.003,2.09919051,0.9982730973030303,4.160365267109157,0.014474732890843,0.06
100894,4.17498,4.1827,4.1646,49.8808,0.5010199999999999,DISCH,28.10638,99.88,0.9879999999999995,2.09174259,0.9982314299831649,4.160473267109157,0.014506732890843033,0.06
101879,4.17496,4.1882,4.1609,50.0462,0.49948,DISCH,28.0935,100.865,0.9849999999999994,2.085303272,0.9981900168686868,4.160565667109156,0.014394332890843131,0.06
102883,4.17498,4.1877,4.1658,49.1411,0.49754,DISCH,28.10548,101.869,1.0040000000000049,2.077215884,0.9981479688754208,4.160682067109156,0.01429793289084369,0.06
103884,4.17428,4.1858,4.1637,49.8066,0.49694,DISCH,28.12336,102.87,1.0010000000000048,2.074364234,0.9981060970791245,4.160718067109157,0.013561932890843842,0.06
104879,4.17474,4.1857,4.1652,49.9455,0.4955999999999999,DISCH,28.132,103.865,0.9949999999999904,2.0689997040000003,0.9980645884932658,4.1607984671091565,0.013941532890843433,0.06
105872,4.17466,4.1852,4.1657,49.4063,0.4974399999999999,DISCH,28.13574,104.858,0.9930000000000092,2.076644736,0.9980230095437709,4.160688067109156,0.013971932890844307,0.06
106870,4.17514,4.1845,4.1646,49.5061,0.4978399999999999,DISCH,28.12924,105.856,0.9979999999999905,2.078554944,0.9979811876313129,4.160664067109156,0.014475932890843701,0.06
107871,4.1759,4.1876,4.1625,50.0312,0.49712,DISCH,28.13196,106.857,1.0010000000000048,2.0759260920000004,0.99793930066835,4.1607072671091565,0.015192732890843885,0.06
108862,4.1759200000000005,4.1842,4.165,50.0074,0.49874,DISCH,28.13792,107.848,0.9909999999999995,2.082696072,0.9978976970202018,4.160610067109157,0.015309932890843925,0.06
109865,4.17618,4.1823,4.1624,49.3785,0.4997,DISCH,28.145779999999995,108.851,1.003,2.086834248,0.9978555085437708,4.160552467109156,0.01562753289084373,0.06
110869,4.17558,4.1857,4.1635,50.3305,0.4998599999999999,DISCH,28.14436,109.855,1.0040000000000049,2.087201256,0.9978132644831648,4.160542867109156,0.01503713289084363,0.06
111869,4.17546,4.187,4.1626,49.8178,0.50082,DISCH,28.16422,110.855,1.0,2.09115072,0.9977711079175082,4.160485267109157,0.014974732890843612,0.06
112868,4.17502,4.1859,4.162,49.996,0.50066,DISCH,28.16082,111.854,0.9989999999999952,2.090264692,0.9977290069629627,4.160494867109156,0.014525132890844006,0.06
113883,4.17516,4.1878,4.1639,50.694,0.5007199999999999,DISCH,28.15414,112.869,1.0150000000000006,2.090585416,0.9976862265925923,4.1604912671091565,0.014668732890843472,0.06
114880,4.17488,4.1878,4.1653,49.3981,0.5011399999999999,DISCH,28.13904,113.866,0.997,2.092199266,0.9976441696414139,4.160466067109156,0.014413932890843917,0.06
115872,4.1752400000000005,4.1856,4.1616,50.19,0.5004799999999999,DISCH,28.14164,114.858,0.9920000000000044,2.08962442,0.9976023787188549,4.160505667109156,0.01473433289084447,0.06
116866,4.17462,4.187,4.1641,50.1826,0.49928,DISCH,28.1414,115.852,0.9939999999999998,2.084302872,1.0,4.160577667109156,0.014042332890843667,0.06
117869,4.17478,4.1854,4.1636,49.9013,0.50136,DISCH,28.16986,116.855,1.003,2.093068904,0.9999576713737374,4.160452867109156,0.014327132890843863,0.06
118869,4.17564,4.1865,4.1655,49.8401,0.5001599999999999,DISCH,28.20108,117.855,1.0,2.088487574,0.9999155703636363,4.160524867109157,0.015115132890842986,0.06
119863,4.1748,4.1841,4.161,50.6145,0.4989199999999999,DISCH,28.19374,118.849,0.9939999999999998,2.082894318,0.9998738257104377,4.1605992671091565,0.014200732890843781,0.06
120877,4.17462,4.1866,4.1633,49.698,0.4993999999999999,DISCH,28.1928,119.863,1.0139999999999958,2.084808168,0.9998312001548821,4.160570467109157,0.01404953289084343,0.06
121874,4.17488,4.1851,4.163,49.537,0.50004,DISCH,28.19266,120.86,0.997,2.087609884,0.9997892355185185,4.160532067109156,0.014347932890843573,0.06
122889,4.17496,4.1854,4.1622,50.1026,0.4990199999999999,DISCH,28.178680000000004,121.875,1.0150000000000006,2.08338994,0.9997466003922558,4.160593267109157,0.014366732890843004,0.06
123893,4.17408,4.1848,4.163,50.2945,0.49922,DISCH,28.15766,122.879,1.0040000000000049,2.08378772,0.9997044104191919,4.160581267109157,0.013498732890843357,0.06
124889,4.17468,4.1857,4.1639,49.8758,0.4997400000000001,DISCH,28.18732,123.875,0.9959999999999952,2.086255312,0.9996625130252526,4.160550067109156,0.014129932890844188,0.06
125889,4.175199999999999,4.1866,4.1613,49.7099,0.49982,DISCH,28.2162,124.875,1.0,2.086850028,0.9996204406346801,4.160545267109156,0.014654732890843292,0.06
126904,4.175120000000001,4.1891,4.1632,49.7429,0.4987399999999999,DISCH,28.22328,125.89,1.0150000000000006,2.082301468,0.9995778294309764,4.160610067109157,0.014509932890844013,0.06
127894,4.17472,4.1855,4.1643,50.1792,0.49848,DISCH,28.21116,126.88,0.9899999999999948,2.0810161,0.9995362894309764,4.160625667109156,0.01409433289084383,0.06
128905,4.17496,4.187,4.1641,49.8334,0.49862,DISCH,28.21108,127.891,1.01100000000001,2.081719958,0.9994938563653198,4.160617267109156,0.014342732890843202,0.06
129900,4.17484,4.1852,4.1625,49.9752,0.49904,DISCH,28.2118,128.886,0.9949999999999904,2.0834131040000003,0.9994520596649832,4.160592067109156,0.014247932890843806,0.06
130885,4.174480000000001,4.1882,4.1627,49.9051,0.4981599999999999,DISCH,28.200980000000005,129.871,0.9850000000000136,2.079558564,0.9994107559949496,4.1606448671091565,0.01383513289084437,0.06
131877,4.17436,4.1834,4.1618,50.0193,0.49816,DISCH,28.22646,130.863,0.9919999999999902,2.0794989,0.9993691587962964,4.1606448671091565,0.013715132890843584,0.06
132881,4.17416,4.1832,4.1626,49.6474,0.49892,DISCH,28.23382,131.867,1.003999999999991,2.082571288,0.9993269941767677,4.1605992671091565,0.013560732890843141,0.06
133880,4.17436,4.1844,4.1636,49.7167,0.50014,DISCH,28.24142,132.866,0.9990000000000236,2.0877652820000003,0.999284936949495,4.160526067109156,0.01383393289084367,0.06
134882,4.1747,4.1844,4.1617,50.1388,0.49924,DISCH,28.24972,133.868,1.0019999999999811,2.084177534,0.9992428293333334,4.160580067109156,0.014119932890843678,0.06
135882,4.17398,4.1868,4.1615,50.5991,0.4990599999999999,DISCH,28.23264,134.868,1.0,2.08306877,0.999200820915825,4.160590867109156,0.013389132890844202,0.06
136879,4.17382,4.1841,4.1642,49.5192,0.49992,DISCH,28.21558,135.865,0.997000000000014,2.086577998,0.9991588663501684,4.160539267109156,0.013280732890843971,0.06
137891,4.17372,4.1836,4.1638,49.546,0.49928,DISCH,28.22324,136.877,1.0120000000000005,2.083856856,0.9991163350909091,4.160577667109156,0.013142332890843988,0.06
138896,4.17374,4.188,4.1595,50.1224,0.4981399999999999,DISCH,28.25108,137.882,1.0049999999999957,2.07910653,0.999074194459596,4.160646067109156,0.013093932890843263,0.06
139892,4.173019999999999,4.1848,4.1627,49.9189,0.4999599999999999,DISCH,28.22538,138.878,0.9959999999999808,2.086342226,0.9990322786212121,4.1605368671091565,0.012483132890842796,0.06
140887,4.17316,4.1813,4.1612,49.7788,0.5008999999999999,DISCH,28.23802,139.873,0.9950000000000044,2.090333468,0.9989903261380472,4.160480467109156,0.012679532890843781,0.06
141890,4.1731,4.1852,4.1616,50.6691,0.5013,DISCH,28.22392,140.876,1.0030000000000143,2.091972458,0.9989480025774411,4.160456467109157,0.01264353289084319,0.06
142885,4.17338,4.1805,4.1649,50.2104,0.5025,DISCH,28.22796,141.871,0.9950000000000044,2.097121846,0.9989059160875421,4.160384467109156,0.012995532890843542,0.06
143891,4.17274,4.185,4.1615,50.3285,0.50298,DISCH,28.20478,142.877,1.0060000000000002,2.09880559,0.9988633236734007,4.160355667109156,0.01238433289084373,0.06
144890,4.17328,4.1857,4.1624,50.6354,0.50174,DISCH,28.22398,143.876,0.9989999999999952,2.0939018339999995,0.9988211319006735,4.160430067109156,0.012849932890843796,0.06
145896,4.17348,4.1843,4.163,50.2874,0.50072,DISCH,28.2144,144.882,1.0060000000000002,2.089745452,0.9987787308636364,4.1604912671091565,0.012988732890843124,0.06
146887,4.173719999999999,4.1839,4.161,49.7558,0.4988199999999999,DISCH,28.24536,145.873,0.9909999999999854,2.081935882,0.9987371205420876,4.1606052671091565,0.013114732890842973,0.06
147897,4.17304,4.1832,4.1604,49.5647,0.498,DISCH,28.25514,146.883,1.010000000000019,2.078171948,0.9986947821582493,4.160654467109156,0.01238553289084443,0.06
148893,4.17338,4.1855,4.1607,49.3621,0.49782,DISCH,28.2705,147.879,0.9959999999999808,2.077590914,0.9986530457340068,4.160665267109156,0.012714732890843905,0.06
149894,4.17328,4.1869,4.1601,50.0946,0.49996,DISCH,28.26858,148.88,1.0010000000000048,2.086473026,0.9986109194747476,4.1605368671091565,0.012743132890843611,0.06
150890,4.173579999999999,4.183,4.161,49.7929,0.49962,DISCH,28.28432,149.876,0.9960000000000092,2.085202402,0.9985690321414142,4.160557267109156,0.013022732890843436,0.06
151887,4.17344,4.1831,4.1634,50.892,0.50034,DISCH,28.28818,150.873,0.9969999999999856,2.088137946,0.9985270423282829,4.1605140671091565,0.012925932890843761,0.06
152887,4.173579999999999,4.1826,4.16,49.3924,0.49978,DISCH,28.28694,151.873,1.0,2.0858717659999995,0.9984849733047139,4.160547667109157,0.013032332890842824,0.06
153882,4.173,4.1863,4.1603,49.7066,0.50044,DISCH,28.29078,152.868,0.9950000000000044,2.088334832,0.9984430593484849,4.1605080671091565,0.012491932890843493,0.06
154880,4.173019999999999,4.1867,4.1633,49.9084,0.4983399999999999,DISCH,28.30054,153.866,0.9980000000000188,2.07957982,0.9984011954326599,4.160634067109156,0.012385932890842888,0.06
155874,4.17286,4.1814,4.1626,50.3354,0.4981799999999999,DISCH,28.3063,154.86,0.9939999999999998,2.078832956,0.9983595126952862,4.160643667109157,0.01221633289084334,0.06
156859,4.17196,4.1826,4.1614,49.7673,0.49824,DISCH,28.288480000000003,155.845,0.9849999999999852,2.0786352379999995,0.9983182023922559,4.160640067109156,0.011319932890843987,0.06
157859,4.171600000000001,4.1866,4.1603,49.4544,0.49844,DISCH,28.28704,156.845,1.0,2.079289926,0.9982762461632997,4.1606280671091564,0.010971932890844194,0.06
158850,4.1721200000000005,4.1825,4.1632,49.6665,0.49774,DISCH,28.292720000000003,157.836,0.991000000000014,2.076629894,0.9982347259326599,4.160670067109156,0.011449932890844394,0.06
159855,4.17188,4.1839,4.1599,50.0448,0.4986399999999999,DISCH,28.304700000000004,158.841,1.0049999999999957,2.080265708,0.998192543003367,4.1606160671091565,0.011263932890843265,0.06
160840,4.17142,4.1833,4.1592,49.9096,0.4987,DISCH,28.29462,159.826,0.9849999999999852,2.0802890800000005,0.9981511945606061,4.160612467109156,0.01080753289084413,0.06
161840,4.1717,4.1834,4.1605,50.4001,0.49838,DISCH,28.31648,160.826,1.0,2.07909406,0.9981092433821549,4.160631667109156,0.011068332890844523,0.06
162845,4.17158,4.1809,4.161,49.3742,0.4992199999999999,DISCH,28.30964,161.831,1.0049999999999957,2.08253662,0.9980670113872054,4.160581267109157,0.010998732890842966,0.06
163845,4.17168,4.1853,4.1574,49.7709,0.49856,DISCH,28.289300000000004,162.831,1.0,2.0798314399999995,0.9980250450572391,4.160620867109156,0.01105913289084448,0.06
164834,4.171200000000001,4.1788,4.1594,50.3185,0.49788,DISCH,28.284460000000003,163.82,0.9890000000000044,2.076754244,0.99798359696633,4.1606616671091565,0.01053833289084416,0.06
165843,4.17122,4.1818,4.1624,49.5685,0.49894,DISCH,28.298160000000003,164.829,1.0090000000000146,2.081186012,0.9979412206649831,4.160598067109156,0.010621932890844121,0.06
166849,4.1715,4.1832,4.1589,49.8804,0.49904,DISCH,28.27632,165.835,1.0060000000000002,2.081742126,0.9978989618905724,4.160592067109156,0.01090793289084413,0.06
167852,4.172420000000001,4.183,4.1601,49.745,0.4997399999999999,DISCH,28.29884,166.838,1.002999999999986,2.085127194,0.997856770037037,4.160550067109156,0.011869932890844481,0.06
168843,4.17172,4.1842,4.161,49.9135,0.5000600000000001,DISCH,28.31858,167.829,0.991000000000014,2.086114294,0.9978150562777778,4.1605308671091565,0.011189132890843112,0.06
169848,4.17112,4.1849,4.1588,50.8121,0.49996,DISCH,28.3209,168.834,1.0049999999999957,2.085397864,0.9977727616818182,4.1605368671091565,0.010583132890843672,0.06
170847,4.17088,4.1826,4.1601,49.6711,0.50108,DISCH,28.31914,169.833,0.9989999999999952,2.089948976,0.9977306254090909,4.160469667109156,0.010410332890844032,0.06
171839,4.1715,4.1833,4.1631,49.8963,0.5021,DISCH,28.3396,170.825,0.9919999999999902,2.094515084,0.9976886992138047,4.160408467109156,0.011091532890843858,0.06
172832,4.17128,4.1825,4.1612,50.4049,0.50024,DISCH,28.34824,171.818,0.9930000000000234,2.0866416,0.9976468862239056,4.1605200671091565,0.01075993289084387,0.06
173836,4.1715800000000005,4.183,4.1605,50.0733,0.49954,DISCH,28.34282,172.822,1.003999999999991,2.08387031,0.9976046692070706,4.160562067109156,0.011017932890844406,0.06
174851,4.1725200000000005,4.1799,4.1605,49.6235,0.5006600000000001,DISCH,28.357080000000003,173.837,1.0149999999999864,2.08901201,1.0,4.160494867109156,0.012025132890844503,0.06
175856,4.17224,4.1801,4.1616,49.472,0.4982,DISCH,28.36056,174.842,1.005000000000024,2.07861501,0.9999578542929293,4.160642467109156,0.01159753289084442,0.06
176864,4.17154,4.1841,4.159,50.4742,0.49776,DISCH,28.36204,175.85,1.0079999999999814,2.076428396,0.9999156201111111,4.160668867109156,0.01087113289084396,0.06
177870,4.17136,4.1838,4.1602,49.2358,0.49756,DISCH,28.368739999999995,176.856,1.0060000000000002,2.075504388,0.9998734866632997,4.160680867109156,0.010679132890843768,0.06
178879,4.17128,4.1816,4.1633,49.6954,0.4965400000000001,DISCH,28.38762,177.865,1.0090000000000146,2.07120927,0.9998313142003367,4.160742067109156,0.010537932890843926,0.06
179880,4.17142,4.1814,4.1607,49.6798,0.4950199999999999,DISCH,28.38832,178.866,1.0010000000000048,2.06493741,0.9997896041818182,4.160833267109156,0.010586732890843997,0.06
180885,4.17192,4.1827,4.1602,48.8809,0.49744,DISCH,28.40826,179.871,1.0049999999999957,2.07527854,0.9997475227676768,4.160688067109156,0.01123193289084412,0.06
181889,4.17184,4.1831,4.1609,49.7562,0.49736,DISCH,28.41852,180.875,1.003999999999991,2.074904908,0.999705489986532,4.160692867109156,0.011147132890844347,0.06
182883,4.17212,4.1839,4.16,50.5087,0.4970799999999999,DISCH,28.40906,181.869,0.9939999999999998,2.073875348,0.9996638992861953,4.160709667109156,0.011410332890843478,0.06
183878,4.171799999999999,4.1846,4.1577,50.0972,0.49862,DISCH,28.41332,182.864,0.9950000000000044,2.080141246,0.9996221377626262,4.160617267109156,0.011182732890842928,0.06
184869,4.17132,4.1818,4.1586,49.5982,0.49926,DISCH,28.4205,183.855,0.9909999999999854,2.082571678,0.9995804907373737,4.160578867109156,0.010741132890843552,0.06
185874,4.17154,4.18,4.1599,49.5578,0.4979,DISCH,28.39,184.86,1.005000000000024,2.077007888,0.9995383704090908,4.160660467109156,0.010879532890844423,0.06
186879,4.17124,4.185,4.1587,50.0865,0.49984,DISCH,28.39944,185.865,1.0049999999999957,2.084946346,0.9994960859646463,4.160544067109156,0.010695932890843807,0.06
187881,4.170640000000001,4.1851,4.1581,49.7925,0.50072,DISCH,28.40182,186.867,1.0019999999999811,2.088319354,0.9994538535202019,4.1604912671091565,0.010148732890844059,0.06
188883,4.171200000000001,4.1804,4.1597,50.8447,0.50064,DISCH,28.40216,187.869,1.0020000000000095,2.088263978,0.9994116278232322,4.160496067109157,0.010703932890844037,0.06
189877,4.17132,4.18,4.1589,50.0758,0.50032,DISCH,28.392200000000003,188.863,0.9939999999999998,2.086989314,0.9993697660319865,4.160515267109156,0.010804732890843383,0.06
